417	72
135	136
135	197
135	194
136	72
72	430
412	44
412	7
44	199
199	197
199	286
199	51
199	411
197	268
244	243
244	479
243	0
243	308
0	286
286	203
286	196
309	362
362	308
429	220
429	231
429	427
429	45
220	195
195	194
194	296
70	300
300	214
214	51
358	104
104	253
253	231
467	219
467	289
219	273
273	296
261	57
261	245
261	237
57	2
2	7
109	108
108	250
108	218
250	245
448	479
448	357
448	295
336	62
336	406
336	302
62	53
53	427
223	394
223	116
223	431
394	212
212	289
289	356
344	345
344	233
345	400
400	406
377	111
111	100
100	237
306	190
190	356
356	395
366	110
366	63
366	392
110	302
375	191
191	267
191	192
267	395
395	396
236	235
236	177
236	15
235	357
122	218
465	315
465	125
465	124
315	36
36	45
291	114
114	204
204	203
166	84
84	257
257	295
340	178
178	20
20	63
210	68
68	327
327	196
327	241
276	174
174	392
466	317
317	434
434	430
434	494
410	335
335	66
66	177
402	192
272	263
263	116
452	59
59	77
77	431
369	303
303	118
118	125
399	370
370	371
371	15
469	390
390	205
205	233
485	154
154	285
285	241
347	124
