417	202
417	72
417	494
417	2
417	430
417	226
417	120
417	434
198	199
198	197
198	194
198	195
198	51
198	138
199	411
411	202
411	286
447	57
447	59
447	15
57	291
57	250
291	72
108	122
122	218
122	109
218	250
133	317
133	68
317	434
434	494
434	365
434	430
434	401
135	196
135	136
135	272
135	138
196	268
268	197
412	16
412	20
16	296
296	194
296	273
244	357
244	212
244	295
357	448
448	68
309	362
362	253
253	59
429	261
429	220
429	45
429	31
261	39
261	427
39	2
70	99
99	464
464	136
358	44
44	190
190	15
190	191
15	371
15	221
467	289
467	93
289	223
289	149
223	212
336	365
344	204
344	345
204	205
205	195
377	256
256	86
86	345
345	400
306	356
306	319
306	402
356	350
350	191
366	174
174	276
276	319
375	192
192	267
267	402
236	165
165	235
235	93
465	315
315	310
310	51
166	66
66	327
327	295
340	18
18	75
75	226
210	186
186	275
275	273
466	246
246	237
237	120
410	370
370	399
399	400
452	170
170	63
63	20
369	38
38	427
469	390
390	203
203	286
221	220
485	65
65	401
347	124
124	36
36	45
396	416
416	150
150	149
74	302
302	48
48	31
