0	0.157239
1	0.673481
2	0.533853
3	0.0837674
4	0.350173
5	0.657701
6	0.20768
7	0.478795
8	0.163611
9	0.330913
10	0.209924
11	0.0228171
12	0.0937644
13	0.0373112
14	0.198529
15	0.351822
16	0.00667918
17	0.108345
18	0.438453
19	0.0143467
20	0.556892
21	0.0113732
22	0.0404003
23	0.0931419
24	0.543355
25	0.416009
26	0.0213769
27	0.045509
28	0.106047
29	0.157097
30	0.318365
31	0.29319
32	0.276635
33	0.352847
34	0.0120689
35	0.358345
36	0.0158413
37	0.114767
38	0.334933
39	0.0874345
40	0.0410699
41	0.0467214
42	0.0592601
43	0.0297433
44	0.0418704
45	0.0688695
46	0.0857942
47	0.453228
48	0.0773376
49	0.416318
50	0.220348
51	0.0485038
52	0.0104307
53	0.107448
54	0.0840831
55	0.118576
56	0.00838752
57	0.0699654
58	0.238498
59	0.0221183
60	0.0156674
61	0.0167866
62	0.0235479
63	0.00279877
64	0.0191301
65	0.293284
66	0.00428997
67	0.162254
68	0.0106498
69	0.0218011
70	0.0207036
71	0.0059893
72	0.00612949
73	0.0128347
74	0.0611706
75	0.0158728
76	0.00569271
77	0.0267684
78	0.173653
79	0.00863936
80	0.0653673
81	0.00705372
82	0.00676424
83	0.0192456
84	0.173239
85	0.000456481
86	0.242647
87	0.00486931
88	0.421756
89	0.000227316
90	0.590961
91	0.0137905
92	0.53354
93	0.0170894
94	0.161002
95	0.0264728
96	0.0138699
97	0.175187
98	0.0330948
99	0.112817
