62	47
62	30
62	387
62	58
62	162
47	273
47	87
47	321
47	51
47	58
47	118
47	64
30	269
30	134
30	216
387	254
58	114
58	162
58	77
58	141
273	190
273	147
190	175
190	234
147	116
265	185
87	16
87	57
87	77
321	394
269	82
269	116
269	257
269	152
82	282
82	211
82	372
82	227
82	339
116	413
116	308
116	139
116	108
339	340
339	320
257	329
257	72
257	120
257	448
257	50
134	178
134	145
134	249
216	65
178	51
178	413
105	231
105	249
145	102
323	282
323	374
323	160
282	393
374	226
374	126
393	394
211	448
72	98
72	76
372	34
227	169
308	50
308	57
139	313
340	320
340	335
320	300
320	335
389	329
389	41
329	364
364	461
364	205
300	267
16	108
16	137
16	217
16	70
16	317
16	285
16	169
16	15
57	385
57	109
108	264
108	169
137	15
217	64
70	181
317	460
226	83
385	183
109	141
98	140
99	192
99	238
76	192
183	141
461	350
205	68
181	93
181	79
93	79
175	64
234	159
159	238
460	302
114	34
185	51
51	191
51	254
191	285
118	68
64	313
152	68
152	34
68	49
34	120
34	65
34	267
34	253
49	160
49	126
231	120
120	102
65	335
65	188
253	245
126	394
188	132
448	83
41	132
132	25
132	5
25	350
25	302
5	79
140	245
